Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,33.009840899595815,,PPL
2024-11-11,32.99826151499708,,PPL
2024-11-12,33.06588089000332,,PPL
2024-11-13,33.039795323168185,,PPL
2024-11-14,33.03341249648403,,PPL
2024-11-15,33.03993608381719,,PPL
2024-11-18,33.03549953474919,,PPL
2024-11-19,33.035171567434475,,PPL
2024-11-20,33.03618355802982,,PPL
2024-11-21,33.03564861239114,,PPL
2024-11-22,33.03570892948693,,PPL
2024-11-25,33.03584897593549,,PPL
2024-11-26,33.03577305047658,,PPL
2024-11-27,33.03578666525378,,PPL
2024-11-28,33.0358016570206,,PPL
2024-11-29,33.03578992245042,,PPL
2024-12-02,33.03579228803611,,PPL
2024-12-03,33.035793820140064,,PPL
2024-12-04,33.03579218691854,,PPL
2024-12-05,33.03579263848909,,PPL
2024-12-06,33.03579280061284,,PPL
2024-12-09,33.03579258792504,,PPL
2024-12-10,33.03579266666645,,PPL
2024-12-11,33.03579268085614,,PPL
2024-12-12,33.03579265306582,,PPL
2024-12-13,33.03579266536672,,PPL
2024-12-16,33.0357926659514,,PPL
2024-12-17,33.03579266236399,,PPL
2024-12-18,33.03579266420715,,PPL
2024-12-19,33.03579266410754,,PPL
