Symbol,Date,Predicted Close
AMT,2024-11-08,200.0000532794777
AMT,2024-11-11,200.549512764792
AMT,2024-11-12,201.9614907821699
AMT,2024-11-13,201.5977519299177
AMT,2024-11-14,201.47350125592578
AMT,2024-11-15,201.71024093744666
AMT,2024-11-18,201.58477497489423
AMT,2024-11-19,201.4974209409118
AMT,2024-11-20,201.54961700129928
AMT,2024-11-21,201.53570031606114
AMT,2024-11-22,201.51667897945902
AMT,2024-11-25,201.53325704405205
AMT,2024-11-26,201.535318284917
AMT,2024-11-27,201.5305946610977
AMT,2024-11-28,201.533884025718
AMT,2024-11-29,201.53465536335727
AMT,2024-12-02,201.53304799699495
AMT,2024-12-03,201.53343641900608
AMT,2024-12-04,201.53368848420038
AMT,2024-12-05,201.53328804357318
AMT,2024-12-06,201.53334104065374
AMT,2024-12-09,201.53345338481466
AMT,2024-12-10,201.53337825850724
AMT,2024-12-11,201.53338304027162
AMT,2024-12-12,201.53341768980218
AMT,2024-12-13,201.53340233464198
AMT,2024-12-16,201.53339860459351
AMT,2024-12-17,201.53340670096142
AMT,2024-12-18,201.53340350659388
AMT,2024-12-19,201.53340153189933
AMT,2024-11-08,200.00005332444778
AMT,2024-11-11,200.5495128184119
AMT,2024-11-12,201.9614908157534
AMT,2024-11-13,201.59775197509518
AMT,2024-11-14,201.4735013038026
AMT,2024-11-15,201.7102409749032
AMT,2024-11-18,201.5847750147002
AMT,2024-11-19,201.49742098317304
AMT,2024-11-20,201.54961704055236
AMT,2024-11-21,201.53570035585537
AMT,2024-11-22,201.51667902050195
AMT,2024-11-25,201.5332570843201
AMT,2024-11-26,201.53531832516458
AMT,2024-11-27,201.530594701753
AMT,2024-11-28,201.53388406616807
AMT,2024-11-29,201.53465540373398
AMT,2024-12-02,201.53304803748995
AMT,2024-12-03,201.5334364594593
AMT,2024-12-04,201.53368852462066
AMT,2024-12-05,201.53328808402767
AMT,2024-12-06,201.53334108110377
AMT,2024-12-09,201.5334534252532
AMT,2024-12-10,201.53337829895455
AMT,2024-12-11,201.53338308071943
AMT,2024-12-12,201.5334177302462
AMT,2024-12-13,201.5334023750879
AMT,2024-12-16,201.53339864504
AMT,2024-12-17,201.5334067414068
AMT,2024-12-18,201.53340354703957
AMT,2024-12-19,201.53340157234527
AMT,2024-11-08,200.00005332444778
AMT,2024-11-11,200.5495128184119
AMT,2024-11-12,201.9614908157534
AMT,2024-11-13,201.59775197509518
AMT,2024-11-14,201.4735013038026
AMT,2024-11-15,201.7102409749032
AMT,2024-11-18,201.5847750147002
AMT,2024-11-19,201.49742098317304
AMT,2024-11-20,201.54961704055236
AMT,2024-11-21,201.53570035585537
AMT,2024-11-22,201.51667902050195
AMT,2024-11-25,201.5332570843201
AMT,2024-11-26,201.53531832516458
AMT,2024-11-27,201.530594701753
AMT,2024-11-28,201.53388406616807
AMT,2024-11-29,201.53465540373398
AMT,2024-12-02,201.53304803748995
AMT,2024-12-03,201.5334364594593
AMT,2024-12-04,201.53368852462066
AMT,2024-12-05,201.53328808402767
AMT,2024-12-06,201.53334108110377
AMT,2024-12-09,201.5334534252532
AMT,2024-12-10,201.53337829895455
AMT,2024-12-11,201.53338308071943
AMT,2024-12-12,201.5334177302462
AMT,2024-12-13,201.5334023750879
AMT,2024-12-16,201.53339864504
AMT,2024-12-17,201.5334067414068
AMT,2024-12-18,201.53340354703957
AMT,2024-12-19,201.53340157234527
AMT,2024-11-08,200.00005332444778
AMT,2024-11-11,200.5495128184119
AMT,2024-11-12,201.9614908157534
AMT,2024-11-13,201.59775197509518
AMT,2024-11-14,201.4735013038026
AMT,2024-11-15,201.7102409749032
AMT,2024-11-18,201.5847750147002
AMT,2024-11-19,201.49742098317304
AMT,2024-11-20,201.54961704055236
AMT,2024-11-21,201.53570035585537
AMT,2024-11-22,201.51667902050195
AMT,2024-11-25,201.5332570843201
AMT,2024-11-26,201.53531832516458
AMT,2024-11-27,201.530594701753
AMT,2024-11-28,201.53388406616807
AMT,2024-11-29,201.53465540373398
AMT,2024-12-02,201.53304803748995
AMT,2024-12-03,201.5334364594593
AMT,2024-12-04,201.53368852462066
AMT,2024-12-05,201.53328808402767
AMT,2024-12-06,201.53334108110377
AMT,2024-12-09,201.5334534252532
AMT,2024-12-10,201.53337829895455
AMT,2024-12-11,201.53338308071943
AMT,2024-12-12,201.5334177302462
AMT,2024-12-13,201.5334023750879
AMT,2024-12-16,201.53339864504
AMT,2024-12-17,201.5334067414068
AMT,2024-12-18,201.53340354703957
AMT,2024-12-19,201.53340157234527
