Symbol,Date,Predicted Close
FI,2024-11-08,170.35753241781282
FI,2024-11-11,170.35534981341428
FI,2024-11-12,170.3497115515512
FI,2024-11-13,170.34061072428372
FI,2024-11-14,170.32804178108486
FI,2024-11-15,170.31200053564555
FI,2024-11-18,170.29248417159198
FI,2024-11-19,170.26949124711487
FI,2024-11-20,170.2430216985124
FI,2024-11-21,170.21307684264744
FI,2024-11-22,170.1796593783236
FI,2024-11-25,170.1427733865833
FI,2024-11-26,170.10242432993357
FI,2024-11-27,170.05861905050574
FI,2024-11-28,170.01136576715632
FI,2024-11-29,169.9606740715173
FI,2024-12-02,169.9065549230054
FI,2024-12-03,169.84902064280038
FI,2024-12-04,169.7880849068037
FI,2024-12-05,169.72376273758968
FI,2024-12-06,169.65607049536217
FI,2024-12-09,169.58502586793094
FI,2024-12-10,169.51064785972233
FI,2024-12-11,169.43295677983988
FI,2024-12-12,169.3519742291917
FI,2024-12-13,169.26772308670132
FI,2024-12-16,169.18022749462054
FI,2024-12-17,169.08951284296282
FI,2024-12-18,168.99560575307666
FI,2024-12-19,168.89853406037915
