Date,Predicted Close,Symbol
2024-11-09,86.53698929504984,SWKS
2024-11-10,86.49533142713895,SWKS
2024-11-11,97.91117151205113,SWKS
2024-11-12,97.77446319861465,SWKS
2024-11-13,97.3502385667933,SWKS
2024-11-14,97.57569241509545,SWKS
2024-11-15,97.50209739455148,SWKS
2024-11-16,86.24539603424398,SWKS
2024-11-17,86.20373816632751,SWKS
2024-11-18,97.61957825123412,SWKS
2024-11-19,97.48286993779058,SWKS
2024-11-20,97.05864530596837,SWKS
2024-11-21,97.28409915427858,SWKS
2024-11-22,97.21050413371884,SWKS
2024-11-23,85.95380277342524,SWKS
2024-11-24,85.91214490551607,SWKS
2024-11-25,97.32798499041712,SWKS
2024-11-26,97.19127667696246,SWKS
2024-11-27,96.76705204514411,SWKS
2024-11-28,96.9925058934526,SWKS
2024-11-29,96.91891087288623,SWKS
2024-11-30,85.6622095125871,SWKS
2024-12-01,85.62055164469508,SWKS
2024-12-02,97.03639172956667,SWKS
2024-12-03,96.89968341613435,SWKS
2024-12-04,96.47545878431889,SWKS
2024-12-05,96.70091263262289,SWKS
2024-12-06,96.62731761206149,SWKS
2024-12-07,85.37061625175866,SWKS
2024-12-08,85.32895838385078,SWKS
