Date,Predicted Close,Symbol
2024-11-09,146.77693039098997,EXPE
2024-11-10,147.05721786190927,EXPE
2024-11-11,159.39982900442772,EXPE
2024-11-12,160.0415498983884,EXPE
2024-11-13,159.79355160995948,EXPE
2024-11-14,160.24381995305936,EXPE
2024-11-15,160.76975002825148,EXPE
2024-11-16,148.73897604293938,EXPE
2024-11-17,149.0192635138516,EXPE
2024-11-18,161.36187465636445,EXPE
2024-11-19,162.00359555031804,EXPE
2024-11-20,161.75559726188757,EXPE
2024-11-21,162.20586560499473,EXPE
2024-11-22,162.73179568017142,EXPE
2024-11-23,150.7010216948733,EXPE
2024-11-24,150.9813091657939,EXPE
2024-11-25,163.32392030830115,EXPE
2024-11-26,163.9656412022424,EXPE
2024-11-27,163.71764291381592,EXPE
2024-11-28,164.1679112569223,EXPE
2024-11-29,164.6938413320913,EXPE
2024-11-30,152.66306734678716,EXPE
2024-12-01,152.9433548177259,EXPE
2024-12-02,165.28596596020097,EXPE
2024-12-03,165.92768685416684,EXPE
2024-12-04,165.6796885657447,EXPE
2024-12-05,166.1299569088437,EXPE
2024-12-06,166.65588698401896,EXPE
2024-12-07,154.62511299871105,EXPE
2024-12-08,154.90540046963375,EXPE
