Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,17.986659361125717,,HST
2024-11-11,17.976639931734205,,HST
2024-11-12,17.97770944320225,,HST
2024-11-13,17.97914996963153,,HST
2024-11-14,17.98030510405608,,HST
2024-11-15,17.980418511286715,,HST
2024-11-18,17.980235644641624,,HST
2024-11-19,17.98013112267999,,HST
2024-11-20,17.980104118108986,,HST
2024-11-21,17.9801178513994,,HST
2024-11-22,17.980130074310495,,HST
2024-11-25,17.98013341676217,,HST
2024-11-26,17.980132662563644,,HST
2024-11-27,17.980131415779436,,HST
2024-11-28,17.98013095753314,,HST
2024-11-29,17.980130987329026,,HST
2024-12-02,17.98013110296996,,HST
2024-12-03,17.980131159429142,,HST
2024-12-04,17.980131162766185,,HST
2024-12-05,17.98013115219879,,HST
2024-12-06,17.980131145856117,,HST
2024-12-09,17.980131144822856,,HST
2024-12-10,17.980131145702973,,HST
2024-12-11,17.98013114639222,,HST
2024-12-12,17.980131146562503,,HST
2024-12-13,17.980131146499552,,HST
2024-12-16,17.98013114642811,,HST
2024-12-17,17.98013114640444,,HST
2024-12-18,17.980131146407754,,HST
2024-12-19,17.980131146414774,,HST
