Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,85.3615434242663,,LYB
2024-11-11,85.33872677774146,,LYB
2024-11-12,85.30895579664129,,LYB
2024-11-13,85.32489507311551,,LYB
2024-11-14,85.39530097100226,,LYB
2024-11-15,85.39203480785028,,LYB
2024-11-18,85.39137468339082,,LYB
2024-11-19,85.39113655708096,,LYB
2024-11-20,85.38902063180097,,LYB
2024-11-21,85.38669789214543,,LYB
2024-11-22,85.38694423229548,,LYB
2024-11-25,85.38706349850736,,LYB
2024-11-26,85.38714468880389,,LYB
2024-11-27,85.38726367641932,,LYB
2024-11-28,85.38733248005707,,LYB
2024-11-29,85.38731497552678,,LYB
2024-12-02,85.38730565841125,,LYB
2024-12-03,85.38729977814094,,LYB
2024-12-04,85.38729467467704,,LYB
2024-12-05,85.38729309120798,,LYB
2024-12-06,85.38729418522217,,LYB
2024-12-09,85.38729474075511,,LYB
2024-12-10,85.38729504378024,,LYB
2024-12-11,85.3872952204707,,LYB
2024-12-12,85.38729522987254,,LYB
2024-12-13,85.38729516913774,,LYB
2024-12-16,85.38729514126327,,LYB
2024-12-17,85.38729512879554,,LYB
2024-12-18,85.38729512435019,,LYB
2024-12-19,85.38729512628535,,LYB
