,0
symbol,IDXX
basic_statistics_mean,489.73846124660946
basic_statistics_std,38.344818010423424
basic_statistics_min,391.3699951171875
basic_statistics_max,576.8699951171875
basic_statistics_median,487.0
basic_statistics_skewness,0.11004187515088629
basic_statistics_kurtosis,3.2658906401432963
stationarity_test_test_statistic,-2.725271930543295
stationarity_test_p_value,0.06976628303974612
stationarity_test_is_stationary,False
stationarity_test_critical_values,"{'1%': -3.4440471158221206, '5%': -2.867580197120949, '10%': -2.5699871918402777}"
volatility_analysis_annual_volatility,0.29217330647650586
volatility_analysis_max_volatility,0.4164676279040238
volatility_analysis_min_volatility,0.14556662309111268
volatility_analysis_avg_volatility,0.28083812212300224
analysis_period_start_date,2023-01-03 00:00:00
analysis_period_end_date,2024-11-29 00:00:00
analysis_period_trading_days,481
visualization_files_price_analysis,analysis\visualizations\IDXX_price_analysis.png
visualization_files_trend_analysis,analysis\visualizations\IDXX_trend_analysis.png
visualization_files_seasonality_analysis,analysis\visualizations\IDXX_seasonality_analysis.png
