,0
symbol,MAA
basic_statistics_mean,138.1230853392032
basic_statistics_std,12.697148222241466
basic_statistics_min,112.62266540527344
basic_statistics_max,165.1999969482422
basic_statistics_median,138.15069580078125
basic_statistics_skewness,0.15948073163298987
basic_statistics_kurtosis,0.9019295656871389
stationarity_test_test_statistic,-0.9779443050272729
stationarity_test_p_value,0.7612233773325117
stationarity_test_is_stationary,False
stationarity_test_critical_values,"{'1%': -3.4440471158221206, '5%': -2.867580197120949, '10%': -2.5699871918402777}"
volatility_analysis_annual_volatility,0.2168713354329071
volatility_analysis_max_volatility,0.34879678203600434
volatility_analysis_min_volatility,0.11169511061399025
volatility_analysis_avg_volatility,0.20890434635030866
analysis_period_start_date,2023-01-03 00:00:00
analysis_period_end_date,2024-11-29 00:00:00
analysis_period_trading_days,481
visualization_files_price_analysis,analysis\visualizations\MAA_price_analysis.png
visualization_files_trend_analysis,analysis\visualizations\MAA_trend_analysis.png
visualization_files_seasonality_analysis,analysis\visualizations\MAA_seasonality_analysis.png
