Date,Predicted Close,Symbol
2024-11-09,1234.6105884359224,ORLY
2024-11-10,1235.9221870417134,ORLY
2024-11-11,1214.8477919999884,ORLY
2024-11-12,1215.602606678066,ORLY
2024-11-13,1217.0948855563458,ORLY
2024-11-14,1217.6869373838829,ORLY
2024-11-15,1219.2767418969659,ORLY
2024-11-16,1243.7917885650813,ORLY
2024-11-17,1245.1033871708855,ORLY
2024-11-18,1224.0289921291712,ORLY
2024-11-19,1224.7838068072615,ORLY
2024-11-20,1226.276085685544,ORLY
2024-11-21,1226.8681375130675,ORLY
2024-11-22,1228.4579420261803,ORLY
2024-11-23,1252.9729886942685,ORLY
2024-11-24,1254.2845873000574,ORLY
2024-11-25,1233.2101922583538,ORLY
2024-11-26,1233.9650069364664,ORLY
2024-11-27,1235.4572858147444,ORLY
2024-11-28,1236.0493376422676,ORLY
2024-11-29,1237.6391421553944,ORLY
2024-11-30,1262.1541888234938,ORLY
2024-12-01,1263.4657874292484,ORLY
2024-12-02,1242.3913923876037,ORLY
2024-12-03,1243.1462070656714,ORLY
2024-12-04,1244.6384859439418,ORLY
2024-12-05,1245.230537771477,ORLY
2024-12-06,1246.8203422845938,ORLY
2024-12-07,1271.3353889527,ORLY
2024-12-08,1272.646987558485,ORLY
