Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,25.443034840134462,,SMCI
2024-11-11,24.69135033102056,,SMCI
2024-11-12,25.114693726476517,,SMCI
2024-11-13,24.846069882776796,,SMCI
2024-11-14,25.041072531853168,,SMCI
2024-11-15,24.910104824413978,,SMCI
2024-11-18,24.99431761818809,,SMCI
2024-11-19,24.938039298954855,,SMCI
2024-11-20,24.976203513987457,,SMCI
2024-11-21,24.950851493329846,,SMCI
2024-11-22,24.967643298640528,,SMCI
2024-11-25,24.95640913856814,,SMCI
2024-11-26,24.963919620571986,,SMCI
2024-11-27,24.958919978882424,,SMCI
2024-11-28,24.962251866009346,,SMCI
2024-11-29,24.960027689429083,,SMCI
2024-12-02,24.961511270216,,SMCI
2024-12-03,24.96052229102672,,SMCI
2024-12-04,24.961181860359037,,SMCI
2024-12-05,24.960741895249644,,SMCI
2024-12-06,24.96103530319972,,SMCI
2024-12-09,24.96083964102893,,SMCI
2024-12-10,24.960970135396884,,SMCI
2024-12-11,24.960883104026962,,SMCI
2024-12-12,24.960941145424098,,SMCI
2024-12-13,24.960902437112498,,SMCI
2024-12-16,24.960928252557736,,SMCI
2024-12-17,24.960911035796073,,SMCI
2024-12-18,24.960922517859025,,SMCI
2024-12-19,24.96091486029611,,SMCI
