Symbol,Date,Predicted Close
BG,2024-11-08,87.33483840108175
BG,2024-11-11,86.16643803645815
BG,2024-11-12,86.04835374199658
BG,2024-11-13,85.53631334647291
BG,2024-11-14,84.19096095946053
BG,2024-11-15,82.50585971904201
BG,2024-11-18,82.05551186600141
BG,2024-11-19,82.97100338373203
BG,2024-11-20,80.2355501776838
BG,2024-11-21,80.33878112478871
BG,2024-11-22,81.11523470978152
BG,2024-11-25,81.06910871723434
BG,2024-11-26,81.8027351686401
BG,2024-11-27,81.01544136362344
BG,2024-11-28,81.00475656811935
BG,2024-11-29,79.70925633994968
BG,2024-12-02,78.03634881499589
BG,2024-12-03,76.27129844304918
BG,2024-12-04,75.33081476014833
BG,2024-12-05,76.48604918609264
BG,2024-12-06,75.57533246858705
BG,2024-12-09,76.12076265915188
BG,2024-12-10,77.03839795744975
BG,2024-12-11,77.1760800825674
BG,2024-12-12,77.6419457619518
BG,2024-12-13,76.65795342791094
BG,2024-12-16,76.59183709251242
BG,2024-12-17,75.7006998771179
BG,2024-12-18,74.1968516668971
BG,2024-12-19,72.47306502072982
