Symbol,Date,Predicted Close
FICO,2024-11-08,1161.7964915917087
FICO,2024-11-11,1160.9952987343256
FICO,2024-11-12,1160.191317086117
FICO,2024-11-13,1159.384688518558
FICO,2024-11-14,1158.5755545768784
FICO,2024-11-15,1157.7640564471144
FICO,2024-11-18,1156.950334923148
FICO,2024-11-19,1156.134530373744
FICO,2024-11-20,1155.3167827096104
FICO,2024-11-21,1154.497231350496
FICO,2024-11-22,1153.6760151923447
FICO,2024-11-25,1152.8532725745263
FICO,2024-11-26,1152.0291412471609
FICO,2024-11-27,1151.2037583385575
FICO,2024-11-28,1150.377260322783
FICO,2024-11-29,1149.5497829873825
FICO,2024-12-02,1148.7214614012682
FICO,2024-12-03,1147.8924298827965
FICO,2024-12-04,1147.0628219680505
FICO,2024-12-05,1146.232770379348
FICO,2024-12-06,1145.4024069939937
FICO,2024-12-09,1144.5718628132888
FICO,2024-12-10,1143.7412679318252
FICO,2024-12-11,1142.9107515070734
FICO,2024-12-12,1142.080441729287
FICO,2024-12-13,1141.2504657917407
FICO,2024-12-16,1140.4209498613166
FICO,2024-12-17,1139.5920190494594
FICO,2024-12-18,1138.7637973835156
FICO,2024-12-19,1137.9364077784735
