Date,Predicted Close,Symbol
2024-11-09,351.5852926171039,ZBRA
2024-11-10,352.0124795245659,ZBRA
2024-11-11,378.2987274020513,ZBRA
2024-11-12,378.5527239583881,ZBRA
2024-11-13,378.8516173682624,ZBRA
2024-11-14,380.33076442729396,ZBRA
2024-11-15,380.15370172468266,ZBRA
2024-11-16,354.57567480842954,ZBRA
2024-11-17,355.00286171587817,ZBRA
2024-11-18,381.2891095933509,ZBRA
2024-11-19,381.54310614967204,ZBRA
2024-11-20,381.8419995595447,ZBRA
2024-11-21,383.3211466185938,ZBRA
2024-11-22,383.1440839159463,ZBRA
2024-11-23,357.5660569997251,ZBRA
2024-11-24,357.99324390719045,ZBRA
2024-11-25,384.2794917846504,ZBRA
2024-11-26,384.53348834094675,ZBRA
2024-11-27,384.8323817508251,ZBRA
2024-11-28,386.31152880987304,ZBRA
2024-11-29,386.13446610720996,ZBRA
2024-11-30,360.5564391909767,ZBRA
2024-12-01,360.9836260984811,ZBRA
2024-12-02,387.2698739758749,ZBRA
2024-12-03,387.52387053222145,ZBRA
2024-12-04,387.82276394210686,ZBRA
2024-12-05,389.30191100114416,ZBRA
2024-12-06,389.1248482984915,ZBRA
2024-12-07,363.5468213822502,ZBRA
2024-12-08,363.97400828971877,ZBRA
