Symbol,Date,Predicted Close
BIIB,2024-11-08,202.64228421389967
BIIB,2024-11-11,202.69355238045125
BIIB,2024-11-12,202.74890105643408
BIIB,2024-11-13,202.80831987693463
BIIB,2024-11-14,202.8717969528733
BIIB,2024-11-15,202.93931887791425
BIIB,2024-11-18,203.01087073636637
BIIB,2024-11-19,203.0864361120644
BIIB,2024-11-20,203.16599709822017
BIIB,2024-11-21,203.24953430823192
BIIB,2024-11-22,203.3370268874392
BIIB,2024-11-25,203.42845252581097
BIIB,2024-11-26,203.52378747155154
BIIB,2024-11-27,203.6230065456117
BIIB,2024-11-28,203.72608315708757
BIIB,2024-11-29,203.8329893194932
BIIB,2024-12-02,203.94369566788845
BIIB,2024-12-03,204.0581714768462
BIIB,2024-12-04,204.17638467924013
BIIB,2024-12-05,204.29830188583463
BIIB,2024-12-06,204.42388840565798
BIIB,2024-12-09,204.5531082671389
BIIB,2024-12-10,204.68592423998604
BIIB,2024-12-11,204.82229785778983
BIIB,2024-12-12,204.96218944132562
BIIB,2024-12-13,205.1055581225357
BIIB,2024-12-16,205.252361869169
BIIB,2024-12-17,205.4025575100547
BIIB,2024-12-18,205.55610076098782
BIIB,2024-12-19,205.71294625120277
