Symbol,Date,Predicted Close
D,2024-11-08,58.828267225553155
D,2024-11-11,58.8588410555487
D,2024-11-12,58.88846457735455
D,2024-11-13,58.9171358308487
D,2024-11-14,58.944853196868664
D,2024-11-15,58.971615397750845
D,2024-11-18,58.9974214976383
D,2024-11-19,59.022270902557274
D,2024-11-20,59.04616336026301
D,2024-11-21,59.06909895985561
D,2024-11-22,59.09107813116709
D,2024-11-25,59.112101643920596
D,2024-11-26,59.13217060666351
D,2024-11-27,59.151286465475884
D,2024-11-28,59.16945100245616
D,2024-11-29,59.18666633398616
D,2024-12-02,59.20293490877772
D,2024-12-03,59.21825950570335
D,2024-12-04,59.23264323141356
D,2024-12-05,59.24608951774376
D,2024-12-06,59.25860211891375
D,2024-12-09,59.27018510852293
D,2024-12-10,59.28084287634477
D,2024-12-11,59.29058012492393
D,2024-12-12,59.29940186597987
D,2024-12-13,59.30731341662081
D,2024-12-16,59.31432039537203
D,2024-12-17,59.32042871802276
D,2024-12-18,59.325644593295976
D,2024-12-19,59.32997451834557
