Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,228.84283674212622,,IEX
2024-11-11,228.71782574252455,,IEX
2024-11-12,229.89635279557154,,IEX
2024-11-13,229.2881375533759,,IEX
2024-11-14,229.27726447918613,,IEX
2024-11-15,229.34708989570828,,IEX
2024-11-18,229.261806762778,,IEX
2024-11-19,229.4008324071002,,IEX
2024-11-20,229.33768961831663,,IEX
2024-11-21,229.33570891152738,,IEX
2024-11-22,229.34986205736857,,IEX
2024-11-25,229.33322927763376,,IEX
2024-11-26,229.34973345954975,,IEX
2024-11-27,229.34327242020188,,IEX
2024-11-28,229.34246374886789,,IEX
2024-11-29,229.3450023125942,,IEX
2024-12-02,229.3424047266664,,IEX
2024-12-03,229.3443491149062,,IEX
2024-12-04,229.34372759446796,,IEX
2024-12-05,229.3435141505571,,IEX
2024-12-06,229.3439287277089,,IEX
2024-12-09,229.34356038670626,,IEX
2024-12-10,229.34378460718455,,IEX
2024-12-11,229.34373292412081,,IEX
2024-12-12,229.34368869969373,,IEX
2024-12-13,229.34375199169583,,IEX
2024-12-16,229.3437027148257,,IEX
2024-12-17,229.34372763950492,,IEX
2024-12-18,229.34372486200968,,IEX
2024-12-19,229.34371688365485,,IEX
