Date,Predicted Close,Symbol
2024-11-09,74.66917126206194,JCI
2024-11-10,74.7304811056028,JCI
2024-11-11,77.05898133168972,JCI
2024-11-12,77.1599419840692,JCI
2024-11-13,77.08662871072694,JCI
2024-11-14,77.1766284932885,JCI
2024-11-15,77.44847566008588,JCI
2024-11-16,75.09834487752282,JCI
2024-11-17,75.15965472106238,JCI
2024-11-18,77.48815494714815,JCI
2024-11-19,77.58911559952637,JCI
2024-11-20,77.51580232618367,JCI
2024-11-21,77.60580210874656,JCI
2024-11-22,77.87764927554109,JCI
2024-11-23,75.52751849298075,JCI
2024-11-24,75.58882833652194,JCI
2024-11-25,77.91732856260658,JCI
2024-11-26,78.01828921498227,JCI
2024-11-27,77.9449759416404,JCI
2024-11-28,78.03497572420335,JCI
2024-11-29,78.30682289099632,JCI
2024-11-30,75.95669210843465,JCI
2024-12-01,76.01800195197934,JCI
2024-12-02,78.34650217805797,JCI
2024-12-03,78.4474628304382,JCI
2024-12-04,78.37414955709747,JCI
2024-12-05,78.46414933965832,JCI
2024-12-06,78.735996506453,JCI
2024-12-07,76.38586572389056,JCI
2024-12-08,76.44717556743244,JCI
