Date,Predicted Close,Symbol
2024-11-09,18.808698798326922,INTC
2024-11-10,18.728710008984443,INTC
2024-11-11,18.861502797905747,INTC
2024-11-12,18.812512510722915,INTC
2024-11-13,18.644263074376234,INTC
2024-11-14,18.634540108708066,INTC
2024-11-15,18.51578439343604,INTC
2024-11-16,18.2487767550819,INTC
2024-11-17,18.168787965738968,INTC
2024-11-18,18.30158075466029,INTC
2024-11-19,18.252590467477255,INTC
2024-11-20,18.084341031130652,INTC
2024-11-21,18.074618065462563,INTC
2024-11-22,17.955862350190362,INTC
2024-11-23,17.68885471183618,INTC
2024-11-24,17.608865922493493,INTC
2024-11-25,17.741658711414836,INTC
2024-11-26,17.692668424231634,INTC
2024-11-27,17.524418987885138,INTC
2024-11-28,17.51469602221705,INTC
2024-11-29,17.395940306944684,INTC
2024-11-30,17.12893266859052,INTC
2024-12-01,17.04894387924806,INTC
2024-12-02,17.181736668168718,INTC
2024-12-03,17.13274638098601,INTC
2024-12-04,16.964496944639528,INTC
2024-12-05,16.954773978971232,INTC
2024-12-06,16.836018263698993,INTC
2024-12-07,16.569010625344834,INTC
2024-12-08,16.489021836001896,INTC
