Symbol,Date,Predicted Close
CPRT,2024-11-08,57.017338452252424
CPRT,2024-11-11,57.90314212987956
CPRT,2024-11-12,57.88062719028775
CPRT,2024-11-13,58.21653758266731
CPRT,2024-11-14,57.96121528116109
CPRT,2024-11-15,57.34141802666384
CPRT,2024-11-18,57.20381061294204
CPRT,2024-11-19,57.29192089960801
CPRT,2024-11-20,57.611789753780855
CPRT,2024-11-21,58.29613721237601
CPRT,2024-11-22,58.23089508467802
CPRT,2024-11-25,58.069888137040955
CPRT,2024-11-26,58.544261228068926
CPRT,2024-11-27,59.162106851544934
CPRT,2024-11-28,59.217953494988414
CPRT,2024-11-29,59.551019214522995
CPRT,2024-12-02,59.476654348466624
CPRT,2024-12-03,58.75551313128363
CPRT,2024-12-04,58.69389448301103
CPRT,2024-12-05,59.2023727808296
CPRT,2024-12-06,59.58016050125501
CPRT,2024-12-09,61.164003230741145
CPRT,2024-12-10,61.28932191446419
CPRT,2024-12-11,61.374688360206186
CPRT,2024-12-12,62.05298819389496
CPRT,2024-12-13,62.800025660574
CPRT,2024-12-16,62.81809147990338
CPRT,2024-12-17,63.15252871604521
CPRT,2024-12-18,62.99091801794784
CPRT,2024-12-19,62.31863822764924
