Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,55.58432793051052,,GM
2024-11-11,55.44126296760801,,GM
2024-11-12,55.31337762026881,,GM
2024-11-13,55.265733497420705,,GM
2024-11-14,55.23055485623087,,GM
2024-11-15,55.22050370847155,,GM
2024-11-18,55.22819961401155,,GM
2024-11-19,55.2387229521904,,GM
2024-11-20,55.24372198032836,,GM
2024-11-21,55.248368149785364,,GM
2024-11-22,55.25023439429326,,GM
2024-11-25,55.25022287393823,,GM
2024-11-26,55.249517597700525,,GM
2024-11-27,55.24910959372256,,GM
2024-11-28,55.24859505490984,,GM
2024-11-29,55.24834870732249,,GM
2024-12-02,55.24827497008519,,GM
2024-12-03,55.24830432247691,,GM
2024-12-04,55.248325815506455,,GM
2024-12-05,55.24837560225236,,GM
2024-12-06,55.24840233727436,,GM
2024-12-09,55.24841610308141,,GM
2024-12-10,55.248417248474325,,GM
2024-12-11,55.248417761023624,,GM
2024-12-12,55.24841354141603,,GM
2024-12-13,55.248411111568224,,GM
2024-12-16,55.24840928384863,,GM
2024-12-17,55.24840883571757,,GM
2024-12-18,55.24840848218063,,GM
2024-12-19,55.248408786523086,,GM
