Date,Predicted Close,Symbol
2024-11-09,110.56937841524322,LYV
2024-11-10,110.75146214684933,LYV
2024-11-11,115.5041759149235,LYV
2024-11-12,115.65674063798961,LYV
2024-11-13,115.73176424070012,LYV
2024-11-14,116.02364542779058,LYV
2024-11-15,116.33268991792004,LYV
2024-11-16,111.84394009660487,LYV
2024-11-17,112.0260238282087,LYV
2024-11-18,116.77873759628052,LYV
2024-11-19,116.93130231934396,LYV
2024-11-20,117.00632592205396,LYV
2024-11-21,117.29820710914744,LYV
2024-11-22,117.6072515992707,LYV
2024-11-23,113.11850177796119,LYV
2024-11-24,113.30058550956805,LYV
2024-11-25,118.05329927763754,LYV
2024-11-26,118.20586400069635,LYV
2024-11-27,118.28088760340765,LYV
2024-11-28,118.57276879050094,LYV
2024-11-29,118.88181328062134,LYV
2024-11-30,114.39306345930945,LYV
2024-12-01,114.57514719092327,LYV
2024-12-02,119.32786095898103,LYV
2024-12-03,119.48042568204872,LYV
2024-12-04,119.55544928476168,LYV
2024-12-05,119.84733047185227,LYV
2024-12-06,120.15637496197513,LYV
2024-12-07,115.66762514066176,LYV
2024-12-08,115.84970887226956,LYV
