Symbol,Date,Predicted Close
CSGP,2024-11-08,77.33355539194605
CSGP,2024-11-11,77.32031365444665
CSGP,2024-11-12,77.34568084486722
CSGP,2024-11-13,77.28756042314417
CSGP,2024-11-14,77.2502444543053
CSGP,2024-11-15,77.25237356609003
CSGP,2024-11-18,77.25126731220216
CSGP,2024-11-19,77.25014502514367
CSGP,2024-11-20,77.25244362574064
CSGP,2024-11-21,77.25368842098455
CSGP,2024-11-22,77.25361776432226
CSGP,2024-11-25,77.25371663244708
CSGP,2024-11-26,77.25376103226222
CSGP,2024-11-27,77.25367239769658
CSGP,2024-11-28,77.25363208478399
CSGP,2024-11-29,77.25363401831075
CSGP,2024-12-02,77.25362832291724
CSGP,2024-12-03,77.25362670634101
CSGP,2024-12-04,77.25363004144972
CSGP,2024-12-05,77.2536313016317
CSGP,2024-12-06,77.25363126944879
CSGP,2024-12-09,77.25363154939501
CSGP,2024-12-10,77.25363160396064
CSGP,2024-12-11,77.25363148152232
CSGP,2024-12-12,77.25363144385425
CSGP,2024-12-13,77.25363144308966
CSGP,2024-12-16,77.25363143047198
CSGP,2024-12-17,77.2536314287771
CSGP,2024-12-18,77.25363143315752
CSGP,2024-12-19,77.25363143421637
CSGP,2024-11-08,77.33355539194605
CSGP,2024-11-11,77.32031365444665
CSGP,2024-11-12,77.34568084486722
CSGP,2024-11-13,77.28756042314417
CSGP,2024-11-14,77.2502444543053
CSGP,2024-11-15,77.25237356609003
CSGP,2024-11-18,77.25126731220216
CSGP,2024-11-19,77.25014502514367
CSGP,2024-11-20,77.25244362574064
CSGP,2024-11-21,77.25368842098455
CSGP,2024-11-22,77.25361776432226
CSGP,2024-11-25,77.25371663244708
CSGP,2024-11-26,77.25376103226222
CSGP,2024-11-27,77.25367239769658
CSGP,2024-11-28,77.25363208478399
CSGP,2024-11-29,77.25363401831075
CSGP,2024-12-02,77.25362832291724
CSGP,2024-12-03,77.25362670634101
CSGP,2024-12-04,77.25363004144972
CSGP,2024-12-05,77.2536313016317
CSGP,2024-12-06,77.25363126944879
CSGP,2024-12-09,77.25363154939501
CSGP,2024-12-10,77.25363160396064
CSGP,2024-12-11,77.25363148152232
CSGP,2024-12-12,77.25363144385425
CSGP,2024-12-13,77.25363144308966
CSGP,2024-12-16,77.25363143047198
CSGP,2024-12-17,77.2536314287771
CSGP,2024-12-18,77.25363143315752
CSGP,2024-12-19,77.25363143421637
