Symbol,Date,Predicted Close
CPRT,2024-11-08,51.470724145316396
CPRT,2024-11-11,51.45724205995423
CPRT,2024-11-12,51.44391004094489
CPRT,2024-11-13,51.43071595255121
CPRT,2024-11-14,51.41764755146823
CPRT,2024-11-15,51.404692501534974
CPRT,2024-11-18,51.39183838836152
CPRT,2024-11-19,51.37907273385757
CPRT,2024-11-20,51.36638301064841
CPRT,2024-11-21,51.35375665636492
CPRT,2024-11-22,51.34118108779435
CPRT,2024-11-25,51.32864371487886
CPRT,2024-11-26,51.316131954549434
CPRT,2024-11-27,51.303633244382674
CPRT,2024-11-28,51.291135056068704
CPRT,2024-11-29,51.27862490867854
CPRT,2024-12-02,51.266090381719785
CPRT,2024-12-03,51.253519127969795
CPRT,2024-12-04,51.240898886075804
CPRT,2024-12-05,51.228217492911966
CPRT,2024-12-06,51.215462895683636
CPRT,2024-12-09,51.20262316376969
CPRT,2024-12-10,51.189686500293746
CPRT,2024-12-11,51.176641253416165
CPRT,2024-12-12,51.16347592733837
CPRT,2024-12-13,51.15017919301222
CPRT,2024-12-16,51.136739898546935
CPRT,2024-12-17,51.12314707930692
CPRT,2024-12-18,51.109389967693886
CPRT,2024-12-19,51.09545800260774
